"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.02704654706268,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.02293413161412,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.02119709504244,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.01654300526114,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.01785489110714,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.01606458049713,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.01414739997108,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.01278903538412,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.01205726921269,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.01293898267517,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.01120551792329,,
"ARG","Argentina","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.01430637956651,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",132.50464276157,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",138.88066088531,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",136.16992905538,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",154.02622888676,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",150.19344228746,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",147.61601872445,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",167.97258773212,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",181.77625189977,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",178.17776612813,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",175.22278959982,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",171.95073764633,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",167.54334824432,,
"ARG","Argentina","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",182.9823735372,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2000","2000",8.5740646957384,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2001","2001",8.2281228502067,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2002","2002",7.7421192351372,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2003","2003",6.1450343883495,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2004","2004",5.4214354539654,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2005","2005",5.0856418671432,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2006","2006",4.6372167373969,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2007","2007",4.1897508701466,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2008","2008",3.7016133950826,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2009","2009",3.6827434700588,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2010","2010",3.4303965313016,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2014","2014",2.6374614354839,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2015","2015",2.8456853414549,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2017","2017",2.5965877442222,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2018","2018",2.4047608005358,,
"MAR","Morocco","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2019","2019",2.2126699544197,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2000","2000",11.668108066651,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2001","2001",11.222879757368,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2002","2002",11.16022827251,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2003","2003",10.786321691553,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2004","2004",10.763382098932,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2005","2005",10.418474665172,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2006","2006",10.323444779432,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2007","2007",10.6030765962,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2008","2008",10.824248035214,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2009","2009",10.676850271591,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2010","2010",9.8497868387871,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2014","2014",9.1741844185586,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2015","2015",9.0599437873629,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2017","2017",8.6635893854768,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2018","2018",8.5234126015576,,
"MAR","Morocco","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2019","2019",7.8573929645127,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.05680420198557,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.06119610953499,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.07132735515382,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.0777368306079,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.07211065031546,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.07582759084441,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.08962535822624,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.08359949847591,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.08276856735669,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.08897386100116,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.08281173777586,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.09133806482845,,
"MAR","Morocco","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.09310239873418,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",112.77554367053,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",125.36669577866,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",158.79007902631,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",196.72997150128,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",210.86577167461,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",219.83606528215,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",257.34362363743,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",257.55605775509,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",243.86177102904,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",281.17438751288,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",288.05355944007,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",290.79734183441,,
"MAR","Morocco","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",295.88489151419,,
"KAZ","Kazakhstan","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2001","2001",229.75643989183,,
"KAZ","Kazakhstan","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2002","2002",203.7208989873,,
"KAZ","Kazakhstan","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2003","2003",148.69480651744,,
"KAZ","Kazakhstan","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2001","2001",342.55002326977,,
"KAZ","Kazakhstan","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2002","2002",337.77559488061,,
"KAZ","Kazakhstan","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2003","2003",307.51922712017,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.01877868068283,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.0152035044954,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.01323826961711,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.01375141791195,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.01257366807466,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.01402660148946,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.01200340986258,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.01103679083882,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.01100824401094,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.01126429508449,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.01292578221348,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.01612976697066,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.02188852542891,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",53.975345607509,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",57.336656581301,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",70.051283357781,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",93.116579799579,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",106.34832944137,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",100.50375254259,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",108.87678815273,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",128.40200898678,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",136.35580800246,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",156.46819994258,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",165.54389287312,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",169.53627600966,,
"KAZ","Kazakhstan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",168.86651187714,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2014","2014",2.3415977151949,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2015","2015",2.9042264506064,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2016","2016",3.0431997196563,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2017","2017",2.4116550854644,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2018","2018",2.2210365226302,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2019","2019",2.4081560000452,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2020","2020",2.3053336168976,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2021","2021",2.1679700229382,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2000","2000",4.8188054287857,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2001","2001",5.3001244641999,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2002","2002",4.82705620926,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2003","2003",3.9005920905276,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2004","2004",3.4925287103555,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2005","2005",3.6578138897985,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2014","2014",0.45720687591601,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2015","2015",0.56407156009208,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2016","2016",0.59437494524538,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2017","2017",0.5192904243073,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2018","2018",0.47148284439044,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2019","2019",0.4892277018156,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2020","2020",0.50449824651407,,
"ALB","Albania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2021","2021",0.43137005231792,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2000","2000",32.97409403251,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2001","2001",34.123705290097,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2002","2002",34.206761874809,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2003","2003",31.427340006758,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2004","2004",26.473885944402,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2005","2005",24.232877304415,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2006","2006",25.304867582918,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2007","2007",22.283858857753,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2008","2008",20.559020639036,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2009","2009",23.350315538912,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2010","2010",24.711227753302,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2011","2011",23.348040972135,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2012","2012",24.135146243501,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2013","2013",26.74428584759,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2014","2014",28.579436352625,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2015","2015",35.45141014759,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2016","2016",36.759603262592,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2017","2017",32.418899490212,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2018","2018",30.35192253798,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2019","2019",32.437062714009,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2020","2020",35.970579587909,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2021","2021",32.498187255768,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2000","2000",0.65202686808633,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2001","2001",0.69291494100264,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2002","2002",0.61296680674994,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2003","2003",0.53169459326465,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2004","2004",0.27392928447135,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2005","2005",0.23546718959216,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2006","2006",0.2292022042235,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2007","2007",0.18506508205252,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2008","2008",0.15425398375461,,
"ALB","Albania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2009","2009",0.1634811023344,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2014","2014",10.721317058853,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2015","2015",11.479836692641,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2016","2016",12.550324206278,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2017","2017",10.927255915088,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2018","2018",11.744097773635,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2019","2019",12.994925707495,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2020","2020",12.292408792716,,
"ALB","Albania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2021","2021",14.076351885324,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2000","2000",5.440548107867,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2001","2001",6.8012494718436,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2002","2002",6.8914883923684,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2003","2003",7.1367567482208,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2004","2004",8.2809729565082,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2005","2005",9.7802182111362,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2014","2014",2.0933825850506,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2015","2015",2.2296640785253,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2016","2016",2.4512351965386,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2017","2017",2.3529149731491,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2018","2018",2.4930434806878,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2019","2019",2.6399774927466,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2020","2020",2.6900656095515,,
"ALB","Albania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2021","2021",2.800830539616,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2000","2000",37.228551255784,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2001","2001",43.788374055977,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2002","2002",48.836287000043,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2003","2003",57.501342274814,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2004","2004",62.771003974642,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2005","2005",64.793572079176,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2006","2006",75.224883686037,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2007","2007",80.111325962107,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2008","2008",89.854016233085,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2009","2009",96.066327835959,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2010","2010",101.17640758512,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2011","2011",103.59855362549,,
"ALB","Albania","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2012","2012",102.51720365563,,
