"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ALB","Albania","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2000","2000",10.035593835981,,
"ALB","Albania","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2004","2004",4.2463219092314,,
"ALB","Albania","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2005","2005",4.5858973854853,,
"ALB","Albania","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2006","2006",4.1508193198416,,
"ALB","Albania","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2007","2007",3.0000960391641,,
"ALB","Albania","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2000","2000",11.330428643065,,
"ALB","Albania","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2004","2004",10.068257074226,,
"ALB","Albania","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2005","2005",12.261716553981,,
"ALB","Albania","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2006","2006",12.339321654764,,
"ALB","Albania","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2007","2007",10.785460150565,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.07149066658123,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.0799807279728,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.08947586430929,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.09869045051257,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.07739513141424,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.08438912768547,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.10592779185261,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.10088993730431,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.10109713980339,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.09920661618778,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.08718265339836,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.10215658254782,,
"ALB","Albania","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.09323078742209,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",169.50820614489,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",213.85149595532,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",265.98880485419,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",354.79594897942,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",338.25849570151,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",347.18818221163,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",433.70542127915,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",447.66289354071,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",429.42337973266,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",437.80508529608,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",399.17739202189,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",403.8049045667,,
"ALB","Albania","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",384.48893136924,,
"ARM","Armenia","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2000","2000",147.00002809262,,
"ARM","Armenia","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2001","2001",133.11944648963,,
"ARM","Armenia","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2000","2000",88.684854110259,,
"ARM","Armenia","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2001","2001",90.005754623248,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.18318157784063,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.18780343351081,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.14344864531186,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.10542692136144,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.08836515197327,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.12122058592125,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.13049662093484,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.12148367335227,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.12620694298763,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.11051503216665,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.12392759019394,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.12289505549662,,
"ARM","Armenia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.11838639024922,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",213.70629325009,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",302.01860959043,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",302.60870197318,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",323.05760265052,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",345.41487775275,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",353.64484518415,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",410.15472663445,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",420.65930209056,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",459.86218188793,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",423.62147732893,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",497.84562255833,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",450.55070268655,,
"ARM","Armenia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",435.6562746983,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.02189478808806,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.02167435440801,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.02027857700955,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.01686263020972,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.01666892840954,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.01758304091799,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.01553211374708,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.01370615196468,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.01330653132526,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.01456762749822,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.01574658931771,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.01886218829329,,
"AUS","Australia","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.02033218660347,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",697.64872053099,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",758.75815860994,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",745.86144243749,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",737.28167334706,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",775.87931667448,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",797.35965719164,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",843.28616655509,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",897.63609922711,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",909.1881945845,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",934.30008973056,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",966.57047636435,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",965.86415978001,,
"AUS","Australia","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",1035.6286351727,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2000","2000",4.0070578404503,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2001","2001",3.9836202050126,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2002","2002",3.7498659148234,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2003","2003",2.8745286314309,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2004","2004",2.3787438250227,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2005","2005",2.3440712902799,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2006","2006",2.3054005994598,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2008","2008",3.3834790850659,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2009","2009",3.3502882188146,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2010","2010",3.8369042335121,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2011","2011",2.2749589261566,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2012","2012",2.4943803421803,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2013","2013",2.3899381459738,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2015","2015",2.7128214192131,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2016","2016",2.6475709932288,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2017","2017",2.6755218289971,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2018","2018",2.4367662473205,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2019","2019",2.5005999259661,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2020","2020",2.4462104314931,,
"AUT","Austria","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2021","2021",2.269099741176,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2000","2000",98.676213863806,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2001","2001",97.83279470171,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2002","2002",99.474916780676,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2003","2003",92.830160428782,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2004","2004",87.749997980902,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2005","2005",90.053281369849,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2006","2006",93.759059076334,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2008","2008",175.67009585776,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2009","2009",161.3274471095,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2010","2010",179.96523903425,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2011","2011",117.02904901936,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2012","2012",121.13939386175,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2013","2013",121.24427597133,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2015","2015",119.89541692936,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2016","2016",119.95511332238,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2017","2017",126.89767828965,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2018","2018",125.4119185962,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2019","2019",125.20608293768,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2020","2020",119.3976940772,,
"AUT","Austria","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2021","2021",121.70932413944,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.03774346182776,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.03887304468133,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.03849269922839,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.03721493580692,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.03578090270969,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.03521836022259,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.04010188236585,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.03771529031285,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.03988168795014,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.03778788054084,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.03811568540966,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.04532131270875,,
"AUT","Austria","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.04560980701675,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",1392.3267669004,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",1493.4039100715,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",1565.4716415914,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",1745.9522267951,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",1857.7430067863,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",1695.880406404,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",1880.9291049434,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",1940.1601092897,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",1936.8511781329,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",1917.0220887865,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",1973.8737773152,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",2003.0134105098,,
"AUT","Austria","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",2066.4713366698,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2000","2000",273.10922617155,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2001","2001",284.86130495955,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2002","2002",210.66797888924,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2011","2011",17.720325191621,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2000","2000",178.91310289988,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2001","2001",200.44863891903,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2002","2002",160.76260867969,,
"AZE","Azerbaijan","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2011","2011",127.40592529316,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.12345805391855,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.08540452770605,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.05189232001392,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.0309184251217,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.02075680952184,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.02582897512532,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.03167187153656,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.02824506466584,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.03019535986963,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.02955936411947,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.02931552500958,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.04175514682207,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.06418689624412,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",129.01534942515,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",134.7997163915,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",128.32748937775,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",119.07706291588,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",115.70817262706,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",127.86374529003,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",185.06412179275,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",203.07689389455,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",226.34034956062,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",232.79020125837,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",231.32383066779,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",229.67433734594,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",249.08914006542,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2002","2002",98.814785071713,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2003","2003",81.876947395035,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2004","2004",65.842258934066,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2005","2005",55.870733830155,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2006","2006",44.921398978138,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2007","2007",36.629153400236,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2008","2008",27.574105668507,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2009","2009",29.702848857742,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2010","2010",31.471589393826,,
